season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
3,0,8,16,0,2,1,1,0.74,0.37,0.1642,337
1,0,1,10,0,5,1,1,0.22,0.37,0.3284,63
4,1,10,21,0,1,1,1,0.48,0.67,0.0896,174
2,1,3,7,0,4,1,2,0.48,1.0,0.0896,361
1,1,2,4,0,2,1,1,0.32,0.42,0.3582,2
1,1,1,17,0,3,1,2,0.2,0.4,0.194,281
2,0,5,20,0,0,0,1,0.64,0.65,0.1642,231
4,0,10,15,0,0,0,3,0.36,0.81,0.2537,173
2,1,5,19,0,2,1,1,0.66,0.69,0.1642,512
2,0,4,20,0,5,1,3,0.32,0.87,0.2239,47
3,1,8,16,0,4,1,1,0.8,0.43,0.1642,482
4,1,12,13,0,1,1,3,0.44,1.0,0.2239,220
3,1,7,2,0,1,1,2,0.74,0.51,0.2537,15
3,0,8,3,0,3,1,1,0.7,0.58,0.1642,4
4,1,11,12,0,1,1,1,0.36,0.43,0.3284,244
1,0,1,6,0,3,1,1,0.12,0.93,0.1343,16
3,0,9,16,0,3,1,2,0.66,0.74,0.1045,281
2,0,4,7,0,0,0,1,0.32,0.57,0.2239,33
3,1,9,8,1,1,0,2,0.7,0.84,0.1045,127
3,1,8,13,0,0,0,3,0.64,0.83,0.1343,162
4,1,12,11,0,6,0,1,0.34,0.61,0.0896,393
2,1,4,11,0,4,1,2,0.42,0.38,0.2239,268
2,1,5,8,0,4,1,1,0.62,0.57,0.2537,693
2,1,4,10,0,2,1,1,0.42,0.47,0.2985,162
2,1,6,2,0,6,0,1,0.64,0.5,0.2239,89
2,0,5,5,0,6,0,1,0.46,0.88,0.1045,5
2,0,4,22,0,3,1,1,0.42,0.67,0.194,99
4,0,10,0,0,0,0,1,0.22,0.87,0.2239,54
1,0,2,4,0,6,0,1,0.4,0.15,0.3284,3
2,0,6,8,0,1,1,1,0.64,0.73,0.0896,438
4,0,11,4,0,2,1,1,0.34,0.81,0.2239,8
3,0,7,18,0,1,1,1,0.82,0.49,0.3582,558
3,1,9,7,0,4,1,1,0.54,0.77,0.0,571
1,1,1,19,0,4,1,2,0.26,0.48,0.2985,234
3,1,8,22,0,3,1,1,0.64,0.73,0.0,281
1,0,1,20,0,2,1,2,0.22,0.87,0.0,83
4,0,10,22,0,4,1,1,0.36,0.66,0.4925,111
3,1,7,18,0,4,1,2,0.9,0.39,0.3284,607
3,0,8,9,0,3,1,1,0.74,0.48,0.0896,209
4,1,10,17,0,6,0,1,0.54,0.49,0.3881,610
2,0,3,9,0,1,1,2,0.34,0.81,0.3284,127
3,0,8,9,0,2,1,2,0.66,0.44,0.0,225
2,0,5,2,0,3,1,3,0.5,0.82,0.2836,4
1,1,1,2,0,0,0,2,0.16,0.47,0.2836,43
3,1,9,4,0,6,0,1,0.7,0.7,0.0,12
1,0,1,17,0,0,0,1,0.34,0.57,0.194,65
4,0,10,8,0,0,0,2,0.34,0.76,0.194,64
1,1,2,20,0,5,1,1,0.34,0.49,0.1045,163
3,1,7,2,1,3,0,1,0.66,0.83,0.1343,93
1,1,2,21,0,0,0,1,0.14,0.43,0.2985,36
4,0,10,14,0,6,0,2,0.42,0.71,0.3582,180
3,0,9,1,0,3,1,3,0.54,0.94,0.2537,5
1,0,2,21,0,5,1,2,0.24,0.7,0.1642,43
3,0,9,15,0,5,1,2,0.54,0.45,0.2239,203
2,1,5,6,0,2,1,3,0.56,0.94,0.2239,24
3,0,8,4,0,3,1,1,0.56,0.73,0.0,5
2,1,5,4,0,3,1,2,0.62,0.88,0.1343,6
4,1,11,20,0,5,1,2,0.36,0.46,0.4179,221
1,0,12,7,0,6,0,1,0.3,0.7,0.3582,10
4,1,10,8,0,5,1,2,0.54,0.88,0.1343,734
1,0,2,7,0,1,1,1,0.18,0.86,0.0,95
2,0,4,14,0,2,1,2,0.54,0.64,0.194,107
2,0,6,5,0,5,1,1,0.54,1.0,0.0,13
2,0,5,12,0,2,1,1,0.86,0.47,0.1343,162
1,1,1,13,0,3,1,3,0.32,0.76,0.0,65
4,1,9,14,0,6,0,1,0.6,0.4,0.2537,750
3,0,7,22,0,4,1,1,0.74,0.62,0.1642,182
1,0,2,5,0,4,1,2,0.12,0.5,0.2239,6
2,1,4,9,0,5,1,1,0.46,0.88,0.0896,359
3,0,7,22,0,2,1,1,0.74,0.74,0.0,156
1,1,3,5,0,3,1,1,0.44,0.82,0.1343,27
2,0,5,11,0,4,1,3,0.54,0.88,0.1642,164
2,0,5,18,1,1,0,1,0.86,0.41,0.1642,249
1,0,1,14,0,3,1,1,0.4,0.58,0.2537,75
3,0,7,16,0,3,1,1,0.76,0.7,0.2537,275
3,0,8,4,0,5,1,1,0.64,0.78,0.1343,7
4,1,10,7,0,1,1,2,0.58,0.68,0.3284,476
2,1,6,11,0,3,1,2,0.66,0.54,0.4478,246
3,0,9,9,0,3,1,1,0.64,0.78,0.1642,202
3,1,7,9,0,2,1,1,0.72,0.7,0.1045,333
2,1,5,0,1,1,0,1,0.62,0.83,0.2239,65
2,1,5,23,0,5,1,1,0.66,0.78,0.2239,166
4,1,11,13,0,6,0,1,0.42,0.38,0.2537,525
3,0,7,4,0,5,1,1,0.6,0.73,0.1642,10
4,1,10,13,0,6,0,1,0.6,0.43,0.2537,760
1,1,1,21,0,4,1,2,0.4,0.76,0.1045,192
2,0,5,9,0,6,0,2,0.52,0.94,0.0896,100
2,0,4,16,0,2,1,1,0.38,0.46,0.4179,130
4,1,10,12,0,3,1,1,0.62,0.61,0.0896,316
4,1,9,12,0,0,0,1,0.56,0.43,0.1045,776
4,1,10,15,0,4,1,1,0.62,0.65,0.1343,305
3,1,9,16,0,6,0,3,0.56,0.88,0.194,114
4,0,10,20,1,1,0,1,0.6,0.73,0.0,225
4,1,10,0,0,1,1,1,0.4,0.62,0.0,31
3,0,7,8,0,0,0,1,0.68,0.79,0.2239,92
4,0,11,7,0,2,1,1,0.52,0.77,0.2239,342
2,0,4,6,0,4,1,1,0.32,0.81,0.2537,64
1,1,1,15,1,1,0,1,0.28,0.38,0.4478,168
4,1,10,4,0,6,0,2,0.5,0.88,0.1642,13
4,1,10,16,0,5,1,3,0.62,0.69,0.3582,565
1,0,12,13,0,3,1,1,0.34,0.39,0.4627,159
3,0,9,10,0,1,1,1,0.68,0.62,0.1642,129
4,1,12,18,0,4,1,1,0.28,0.45,0.1642,565
3,0,7,21,0,0,0,1,0.78,0.59,0.2985,164
4,1,10,11,0,3,1,1,0.58,0.64,0.0,236
3,1,7,18,0,0,0,1,0.74,0.66,0.1642,515
1,0,1,14,0,0,0,3,0.36,0.76,0.194,59
4,1,10,21,0,0,0,3,0.44,0.88,0.4179,46
1,1,1,19,0,5,1,1,0.26,0.38,0.2836,206
4,0,11,10,0,5,1,1,0.26,0.41,0.2836,115
4,1,9,15,0,0,0,1,0.6,0.33,0.2239,640
4,0,9,21,0,4,1,1,0.58,0.56,0.0,225
4,0,11,2,0,1,1,1,0.32,0.93,0.0,2
3,0,7,19,0,5,1,1,0.66,0.83,0.0896,270
3,0,9,21,0,4,1,2,0.64,0.89,0.0896,221
2,0,5,8,0,1,1,1,0.52,0.55,0.2239,374
4,0,9,7,0,0,0,2,0.6,0.94,0.1343,38
2,0,3,6,0,4,1,2,0.28,0.93,0.2239,41
2,0,3,3,0,5,1,1,0.2,0.69,0.1045,2
3,1,8,19,0,2,1,3,0.62,0.73,0.1045,476
4,0,12,9,0,0,0,1,0.3,0.81,0.0,126
2,0,5,1,0,3,1,3,0.58,0.83,0.194,8
3,1,9,7,0,3,1,2,0.7,0.79,0.2537,500
1,0,12,4,0,2,1,2,0.3,0.65,0.2239,3
3,0,8,15,0,5,1,1,0.8,0.49,0.1045,222
1,1,12,18,0,1,1,2,0.26,0.48,0.1343,122
3,0,6,4,0,5,1,1,0.66,0.83,0.0896,9
4,0,12,14,0,6,0,1,0.36,0.46,0.0,343
2,1,4,6,0,2,1,1,0.6,0.46,0.2537,144
3,0,8,5,0,5,1,1,0.64,0.83,0.0,17
4,1,11,18,0,3,1,1,0.32,0.33,0.2836,542
3,0,7,5,0,0,0,1,0.66,0.74,0.0,17
2,0,6,6,0,4,1,2,0.72,0.84,0.0896,118
4,0,10,6,1,1,0,1,0.44,0.94,0.0,44
3,0,6,10,0,4,1,1,0.72,0.42,0.194,132
1,1,1,0,0,0,0,1,0.36,0.66,0.0,48
4,1,12,0,0,6,0,1,0.3,0.7,0.0,94
3,1,6,17,0,2,1,1,0.72,0.28,0.4179,900
2,0,5,9,0,3,1,1,0.52,0.72,0.1343,203
1,0,2,12,0,4,1,2,0.36,0.53,0.3582,95
2,1,4,22,0,6,0,2,0.36,0.71,0.1343,83
3,0,8,1,0,2,1,1,0.64,0.69,0.1642,16
2,0,4,8,0,1,1,1,0.46,0.63,0.0,297
1,0,2,23,0,5,1,1,0.52,0.08,0.2836,77
4,0,10,8,0,1,1,2,0.5,0.51,0.2537,414
1,0,2,10,0,5,1,1,0.14,0.69,0.194,44
1,1,1,4,0,1,1,1,0.22,0.64,0.1045,4
2,1,6,21,0,4,1,1,0.62,0.41,0.3284,313
3,1,9,15,0,6,0,1,0.74,0.48,0.3881,750
4,0,10,22,0,6,0,1,0.22,0.87,0.2239,54
1,1,3,9,0,2,1,1,0.48,0.82,0.2836,342
4,0,9,20,0,4,1,1,0.6,0.53,0.0896,273
2,1,5,10,0,3,1,1,0.62,0.78,0.0896,191
2,1,5,5,0,2,1,3,0.56,0.88,0.194,17
1,0,2,11,0,6,0,1,0.3,0.45,0.0,126
3,0,8,18,0,1,1,1,0.66,0.47,0.2537,547
3,0,9,6,0,3,1,2,0.54,1.0,0.194,117
2,1,3,22,0,3,1,1,0.56,0.64,0.1343,172
2,0,6,4,0,5,1,1,0.54,0.94,0.1343,6
4,1,12,9,0,6,0,2,0.26,0.93,0.2537,193
4,0,12,19,0,6,0,3,0.24,0.65,0.3284,106
3,0,7,10,0,0,0,1,0.84,0.36,0.1642,254
2,1,6,9,0,5,1,2,0.64,0.83,0.2239,298
4,0,10,19,0,3,1,1,0.58,0.56,0.1343,374
4,0,11,19,0,5,1,1,0.28,0.41,0.1642,190
1,1,2,4,0,3,1,1,0.28,0.7,0.1045,1
2,1,5,19,0,5,1,1,0.74,0.62,0.2537,404
3,1,9,10,0,1,1,1,0.62,0.5,0.2836,210
2,1,5,16,0,2,1,1,0.68,0.65,0.1642,374
1,0,1,18,0,2,1,1,0.26,0.48,0.194,182
3,0,7,9,0,3,1,3,0.7,0.79,0.194,189
1,0,3,10,0,0,0,2,0.32,0.45,0.0,136
2,1,4,6,0,0,0,1,0.36,0.37,0.0,28
1,0,2,7,0,0,0,2,0.22,0.55,0.0,3
2,0,4,15,0,3,1,1,0.7,0.65,0.4925,138
4,1,11,16,0,2,1,1,0.34,0.46,0.1642,402
3,0,9,9,1,1,0,3,0.68,0.74,0.1642,152
2,1,4,3,0,6,0,1,0.5,0.82,0.2239,29
1,1,12,8,0,1,1,1,0.14,0.69,0.1343,196
3,1,9,17,0,6,0,2,0.66,0.36,0.2537,729
2,1,5,1,0,3,1,3,0.64,0.89,0.194,4
4,1,11,10,0,4,1,3,0.36,0.62,0.194,146
1,0,1,12,0,0,0,1,0.16,0.37,0.4627,116
1,1,3,11,0,4,1,2,0.54,0.6,0.4627,204
4,0,11,10,0,1,1,1,0.36,0.93,0.1343,123
3,1,6,23,0,1,1,1,0.64,0.33,0.3284,103
4,0,12,21,0,2,1,1,0.3,0.52,0.1642,139
1,0,3,11,0,1,1,1,0.26,0.48,0.4478,60
3,0,8,18,0,6,0,1,0.76,0.58,0.2537,394
2,0,3,5,0,5,1,1,0.18,0.74,0.1642,9
3,1,9,17,0,6,0,3,0.58,0.83,0.194,171
4,1,11,6,0,6,0,1,0.24,0.44,0.2836,10
3,1,8,14,0,2,1,1,0.84,0.38,0.3284,251
3,1,8,23,0,4,1,1,0.72,0.7,0.2537,177
4,0,9,14,0,4,1,1,0.68,0.51,0.2985,167
4,1,11,14,1,1,0,1,0.58,0.6,0.2836,444
1,0,2,14,0,3,1,1,0.38,0.82,0.3881,63
2,0,5,5,0,0,0,1,0.6,0.94,0.1642,6
2,0,5,3,0,1,1,3,0.54,0.94,0.1642,4
3,1,7,18,0,0,0,3,0.72,0.79,0.3582,312
4,0,11,8,0,6,0,1,0.26,0.56,0.2537,92
3,1,8,3,0,0,0,2,0.62,0.61,0.1642,55
2,1,4,20,0,3,1,1,0.64,0.27,0.2239,372
3,0,8,17,0,1,1,1,0.74,0.27,0.3284,591
1,0,2,3,0,4,1,1,0.34,0.53,0.194,4
4,1,12,4,0,4,1,1,0.22,0.55,0.2985,9
1,1,3,6,0,0,0,2,0.4,0.94,0.1045,11
1,1,1,15,0,0,0,1,0.22,0.27,0.194,206
4,1,11,4,1,1,0,1,0.4,0.76,0.0896,4
1,1,2,8,0,4,1,3,0.4,0.87,0.0,445
1,1,3,23,0,5,1,2,0.44,0.94,0.0,126
4,1,12,9,0,1,1,1,0.4,0.87,0.0896,308
3,1,7,15,0,6,0,1,0.96,0.26,0.0,306
2,1,4,16,0,0,0,3,0.38,0.87,0.4478,36
4,1,11,22,0,3,1,1,0.34,0.49,0.0,88
1,0,2,21,0,6,0,1,0.26,1.0,0.194,56
1,1,2,0,0,4,1,2,0.24,0.87,0.1642,26
2,0,4,5,0,3,1,1,0.24,0.7,0.1045,13
2,0,4,1,0,3,1,1,0.26,0.6,0.1343,2
4,0,9,9,0,0,0,2,0.64,0.83,0.0,155
4,1,9,2,0,2,1,1,0.42,0.77,0.1343,14
4,0,10,14,0,3,1,3,0.54,0.94,0.1642,97
4,0,11,22,0,1,1,1,0.36,0.81,0.0896,108
3,0,7,7,0,5,1,1,0.66,0.54,0.1045,243
3,1,9,2,0,6,0,1,0.7,0.7,0.1642,69
1,1,2,17,0,6,0,1,0.3,0.33,0.3582,159
2,0,4,10,0,3,1,2,0.62,0.83,0.2836,92
3,1,8,0,0,0,0,1,0.66,0.57,0.0896,187
2,1,6,16,0,2,1,1,0.6,0.43,0.194,473
2,0,5,5,0,5,1,2,0.5,0.88,0.194,25
3,0,8,3,0,1,1,1,0.6,0.69,0.1045,6
4,0,11,7,0,2,1,1,0.34,0.76,0.194,254
2,0,5,19,0,0,0,2,0.46,0.84,0.1045,178
4,1,11,20,0,3,1,1,0.3,0.52,0.0896,267
1,1,1,13,0,4,1,1,0.42,0.77,0.1642,183
3,0,7,15,0,4,1,1,0.76,0.33,0.2985,180
1,1,3,15,0,4,1,1,0.6,0.31,0.2537,223
1,0,2,18,0,5,1,1,0.32,0.49,0.4925,157
1,0,2,20,0,2,1,1,0.2,0.47,0.2239,105
3,0,7,1,0,2,1,1,0.7,0.79,0.0896,14
2,1,5,0,0,5,1,1,0.52,0.59,0.1045,70
2,1,5,20,0,3,1,1,0.52,0.77,0.2537,338
2,0,5,5,0,6,0,2,0.5,0.82,0.1045,14
4,1,10,20,1,1,0,3,0.4,0.71,0.2239,227
4,0,12,10,0,5,1,1,0.34,0.46,0.2985,132
4,1,9,13,0,3,1,1,0.7,0.58,0.2239,340
1,1,2,14,0,6,0,2,0.26,0.81,0.2537,243
1,0,1,15,0,2,1,1,0.28,0.52,0.2537,65
2,0,3,16,0,5,1,2,0.34,0.34,0.2985,150
3,1,8,2,0,6,0,3,0.64,0.78,0.194,85
3,0,7,14,0,0,0,1,0.9,0.24,0.1642,326
4,1,10,10,0,2,1,3,0.58,0.88,0.1343,45
2,0,4,16,0,4,1,1,0.52,0.27,0.3582,294
1,0,3,3,0,5,1,2,0.18,0.74,0.2537,1
1,1,3,20,0,4,1,2,0.6,0.43,0.3881,302
1,1,1,0,0,1,1,1,0.24,0.6,0.2239,15
3,1,8,9,0,2,1,2,0.7,0.79,0.1642,395
4,0,10,18,0,4,1,3,0.62,0.83,0.2537,268
3,1,7,4,0,2,1,1,0.68,0.79,0.1343,4
1,1,3,4,0,3,1,1,0.48,0.67,0.0896,5
2,0,5,16,0,6,0,2,0.72,0.39,0.2537,471
4,1,10,5,0,6,0,1,0.4,0.82,0.0,13
4,0,12,14,0,4,1,2,0.52,0.52,0.3284,132
4,1,11,14,0,2,1,2,0.44,0.58,0.1045,224
3,0,9,15,0,5,1,2,0.7,0.61,0.2537,346
2,1,6,4,0,5,1,2,0.62,0.73,0.0896,6
2,0,4,8,0,2,1,3,0.38,0.87,0.5821,157
1,1,3,3,0,0,0,2,0.44,0.88,0.1343,18
1,1,2,3,0,4,1,3,0.44,0.67,0.194,6
4,0,11,2,0,3,1,1,0.32,0.93,0.0,5
1,0,2,15,1,1,0,2,0.3,0.7,0.4478,87
3,1,8,2,0,0,0,2,0.62,0.69,0.0896,119
4,1,11,18,0,3,1,2,0.32,0.53,0.3582,465
4,0,11,13,0,1,1,1,0.6,0.49,0.3881,203
3,0,8,3,0,6,0,1,0.66,0.65,0.1343,27
4,1,11,3,0,3,1,2,0.26,0.7,0.2239,3
2,0,4,12,0,5,1,1,0.56,0.37,0.2836,223
2,0,5,3,0,2,1,1,0.44,0.54,0.194,4
3,1,8,17,0,4,1,1,0.82,0.34,0.2239,844
3,1,7,8,0,1,1,1,0.72,0.79,0.1045,738
4,0,12,23,0,1,1,1,0.24,0.75,0.0,45
1,0,1,18,0,1,1,2,0.16,0.55,0.2239,156
3,1,9,14,0,1,1,1,0.66,0.36,0.2836,340
3,1,7,23,0,6,0,1,0.84,0.56,0.1642,148
1,1,3,13,0,6,0,1,0.44,0.51,0.2836,339
2,1,3,8,0,6,0,2,0.5,0.94,0.194,154
1,1,12,14,0,5,1,2,0.32,0.39,0.4478,219
2,1,4,14,0,6,0,1,0.42,0.38,0.1045,440
4,0,10,7,0,6,0,3,0.26,0.87,0.3582,7
4,1,12,20,0,3,1,1,0.36,0.57,0.2239,241
1,0,3,13,0,4,1,2,0.52,0.42,0.0896,111
4,0,10,21,0,4,1,1,0.46,0.88,0.0896,195
3,1,7,21,0,6,0,1,0.88,0.37,0.194,201
1,0,2,13,0,4,1,1,0.2,0.4,0.4179,51
3,0,8,12,0,1,1,1,0.82,0.46,0.2537,182
1,0,3,13,0,5,1,1,0.34,0.42,0.2239,87
4,1,11,15,0,6,0,1,0.3,0.36,0.4627,198
1,0,1,16,0,4,1,1,0.24,0.38,0.3582,78
4,0,10,4,1,1,0,1,0.46,0.94,0.0,6
4,1,11,13,0,1,1,1,0.36,0.4,0.2537,222
2,1,4,12,0,4,1,2,0.52,0.83,0.1343,204
3,1,6,12,0,5,1,2,0.92,0.4,0.2537,226
1,1,1,1,0,6,0,4,0.14,0.86,0.194,23
3,1,7,8,0,4,1,1,0.68,0.65,0.1343,702
1,0,3,3,0,4,1,1,0.2,0.27,0.4627,1
4,1,11,21,0,3,1,1,0.3,0.56,0.0,213
1,1,3,4,0,1,1,1,0.2,0.55,0.0896,1
4,0,12,18,0,5,1,1,0.34,0.61,0.0,318
1,1,2,21,0,2,1,1,0.34,0.61,0.1642,154
2,0,5,5,0,1,1,1,0.42,0.77,0.1642,23
1,0,1,14,0,3,1,1,0.2,0.47,0.3284,44
2,0,6,7,0,0,0,2,0.6,0.73,0.2537,27
2,1,6,13,0,1,1,1,0.64,0.41,0.3582,274
2,1,4,9,0,1,1,1,0.38,0.54,0.3582,317
2,1,4,9,0,1,1,2,0.3,0.75,0.3881,272
2,1,4,23,0,1,1,2,0.52,0.55,0.2239,60
2,1,6,18,0,1,1,2,0.8,0.43,0.2985,831
2,0,6,16,0,6,0,2,0.76,0.52,0.2239,468
1,0,1,0,0,5,1,2,0.2,0.64,0.194,17
2,0,5,9,0,5,1,1,0.46,0.67,0.2836,188
2,0,4,5,0,2,1,1,0.54,0.88,0.2537,16
3,1,6,15,0,4,1,1,0.92,0.33,0.1642,194
4,0,10,19,0,0,0,1,0.46,0.77,0.0,193
1,0,1,21,0,2,1,1,0.22,0.64,0.0,48
1,1,2,6,0,1,1,1,0.24,0.7,0.2537,90
1,1,1,2,1,1,0,1,0.14,0.46,0.0,17
3,0,9,19,1,1,0,3,0.66,0.94,0.1045,175
3,0,7,6,0,2,1,1,0.74,0.58,0.2239,115
4,1,12,19,0,6,0,1,0.36,0.62,0.1343,257
3,0,6,20,0,0,0,2,0.7,0.48,0.1045,213
2,0,3,9,0,2,1,1,0.28,0.28,0.3881,172
2,0,5,23,0,2,1,1,0.72,0.79,0.0896,61
4,0,12,1,0,2,1,1,0.36,0.53,0.0,6
2,1,4,4,0,4,1,1,0.38,0.43,0.2836,1
3,0,7,10,0,0,0,1,0.86,0.5,0.3284,226
3,1,8,19,0,5,1,2,0.72,0.58,0.1642,536
1,1,12,12,0,5,1,2,0.32,0.39,0.3582,224
4,0,11,19,0,2,1,3,0.46,0.94,0.1045,111
4,1,10,21,0,6,0,1,0.4,0.58,0.194,204
2,1,6,5,0,0,0,1,0.5,0.68,0.0,12
2,1,6,15,0,5,1,1,0.72,0.39,0.194,377
2,1,3,15,0,6,0,2,0.52,0.59,0.2836,605
2,1,5,9,0,0,0,1,0.62,0.32,0.2537,313
3,1,7,23,0,1,1,1,0.74,0.51,0.1045,102
4,0,12,17,0,5,1,2,0.32,0.45,0.2836,365
4,1,10,4,0,1,1,1,0.42,0.82,0.1045,10
4,1,10,1,0,4,1,1,0.58,0.68,0.0,28
3,0,8,12,0,3,1,1,0.8,0.43,0.2836,189
2,1,5,20,0,6,0,1,0.68,0.41,0.0896,315
1,0,1,4,0,1,1,1,0.2,0.59,0.2239,2
2,1,5,20,0,2,1,1,0.66,0.61,0.1642,335
2,0,4,18,0,4,1,1,0.48,0.55,0.2537,333
4,0,11,2,0,4,1,2,0.38,0.94,0.0,5
3,0,8,4,0,0,0,3,0.64,0.94,0.194,3
3,0,7,15,0,0,0,1,0.84,0.39,0.2836,361
3,1,9,20,0,4,1,1,0.62,0.69,0.1045,463
2,0,5,3,0,6,0,1,0.42,0.77,0.0896,18
4,1,11,10,0,2,1,1,0.3,0.49,0.194,230
2,1,6,20,0,5,1,3,0.62,0.94,0.2537,39
3,0,7,12,0,5,1,1,0.7,0.48,0.194,238
3,1,7,8,0,2,1,1,0.7,0.79,0.1343,760
4,0,9,10,0,5,1,1,0.6,0.64,0.0,168
2,1,5,14,0,2,1,2,0.64,0.73,0.194,184
4,0,12,17,0,0,0,1,0.38,0.76,0.1343,245
1,0,3,11,0,4,1,1,0.2,0.29,0.0896,50
2,0,6,8,0,0,0,1,0.7,0.74,0.0,92
1,1,1,6,0,1,1,2,0.22,0.6,0.1343,88
4,1,10,10,0,1,1,1,0.54,0.56,0.0,179
3,1,7,4,0,2,1,1,0.68,0.65,0.1045,6
2,1,6,14,0,1,1,2,0.58,0.68,0.194,219
1,0,2,22,0,2,1,1,0.24,0.44,0.0,41
2,1,3,14,0,0,0,2,0.44,0.88,0.1642,414
2,0,5,0,0,1,1,1,0.46,0.82,0.0896,53
4,0,10,20,0,2,1,2,0.58,0.83,0.2239,234
1,0,3,15,0,5,1,2,0.68,0.39,0.3582,173
2,0,5,23,0,1,1,1,0.5,0.68,0.0896,61
1,1,1,19,0,3,1,2,0.2,0.4,0.1045,184
1,1,1,13,0,5,1,1,0.22,0.32,0.2985,156
1,1,2,1,0,5,1,1,0.3,0.56,0.3284,22
4,0,12,6,0,6,0,2,0.26,0.56,0.2836,17
3,0,7,19,0,6,0,1,0.74,0.33,0.2239,256
3,0,7,10,0,1,1,1,0.8,0.55,0.3582,117
3,1,7,23,0,4,1,1,0.8,0.55,0.1642,131
1,1,2,2,0,5,1,1,0.3,0.52,0.2239,6
1,1,3,7,0,6,0,2,0.4,1.0,0.1343,86
1,0,1,10,0,0,0,2,0.18,0.8,0.0,64
4,1,10,23,0,3,1,1,0.46,0.88,0.2239,99
3,0,7,9,0,1,1,1,0.74,0.67,0.2239,203
3,1,8,12,0,0,0,3,0.64,0.73,0.0,298
4,0,10,17,0,3,1,3,0.54,0.94,0.2239,251
4,1,10,22,0,6,0,1,0.44,0.51,0.1045,202
3,0,7,19,0,0,0,2,0.66,0.83,0.194,183
3,0,9,21,0,5,1,2,0.5,0.63,0.0,163
1,1,2,6,0,5,1,2,0.4,0.87,0.1642,82
3,1,9,3,0,6,0,1,0.6,0.73,0.2537,37
1,0,1,2,0,4,1,1,0.16,0.64,0.0,2
2,1,3,11,0,4,1,2,0.52,0.94,0.0,219
1,1,2,10,0,5,1,3,0.36,0.81,0.1642,141
2,0,6,4,0,0,0,2,0.62,0.65,0.1642,12
2,0,3,15,0,1,1,2,0.56,0.6,0.2239,107
3,1,8,7,0,0,0,2,0.62,0.69,0.1343,41
3,1,8,5,0,0,0,1,0.64,0.61,0.194,10
1,0,1,3,0,5,1,1,0.1,0.54,0.1045,1
1,1,12,8,0,4,1,1,0.26,0.65,0.3582,208
4,0,11,20,0,6,0,1,0.32,0.66,0.0,165
2,1,5,18,0,6,0,2,0.66,0.31,0.194,546
2,0,5,14,0,6,0,1,0.72,0.42,0.0,456
3,1,6,11,0,6,0,1,0.76,0.48,0.2239,516
2,0,6,23,0,6,0,2,0.72,0.62,0.0,150
4,1,10,14,0,3,1,2,0.72,0.7,0.1642,251
3,0,6,21,0,4,1,1,0.72,0.37,0.1045,323
4,0,11,13,0,0,0,2,0.54,0.6,0.194,369
3,0,7,16,0,0,0,1,0.84,0.41,0.2836,372
4,1,12,11,0,4,1,1,0.26,0.48,0.1642,178
2,0,5,16,0,3,1,1,0.6,0.73,0.194,294
1,1,1,17,0,5,1,1,0.42,0.5,0.5821,422
3,1,8,23,0,6,0,3,0.66,0.78,0.1642,163
3,0,7,3,0,3,1,1,0.7,0.84,0.1045,6
4,0,11,23,0,4,1,1,0.26,0.52,0.2239,58
4,1,10,3,0,6,0,1,0.42,0.77,0.1343,29
1,1,12,22,0,6,0,2,0.26,0.6,0.4627,54
3,0,8,17,0,4,1,1,0.8,0.29,0.2537,582
3,1,9,4,0,3,1,1,0.5,0.72,0.0896,5
4,1,12,17,0,6,0,1,0.4,0.5,0.2239,309
3,0,9,11,0,2,1,3,0.54,0.83,0.3881,89
1,0,1,1,0,6,0,2,0.18,0.55,0.0896,16
2,0,4,13,0,5,1,3,0.34,0.87,0.194,40
2,1,5,2,1,1,0,1,0.6,0.83,0.2239,48
1,0,3,4,0,4,1,1,0.34,0.71,0.194,3
3,0,8,17,0,5,1,1,0.76,0.58,0.5224,527
1,1,1,15,0,6,0,1,0.4,0.47,0.3284,410
1,0,1,0,0,0,0,2,0.46,0.88,0.2985,17
1,1,3,14,0,4,1,1,0.58,0.35,0.2239,211
1,0,3,18,0,2,1,2,0.36,0.62,0.2985,225
2,0,5,5,0,2,1,1,0.52,0.88,0.1343,14
2,1,5,4,0,3,1,1,0.54,0.88,0.0,4
2,0,4,11,0,5,1,1,0.6,0.38,0.2239,157
2,1,6,4,0,2,1,3,0.5,0.82,0.194,5
2,1,4,12,0,2,1,1,0.54,0.22,0.2836,259
4,0,10,10,0,0,0,1,0.54,0.45,0.2537,347
3,1,8,1,0,2,1,2,0.6,0.83,0.1343,33
1,0,2,12,0,3,1,1,0.38,0.32,0.3284,86
4,1,11,3,0,6,0,2,0.34,0.49,0.2537,28
3,1,7,6,0,2,1,2,0.68,0.79,0.1045,187
4,0,11,10,0,2,1,3,0.56,0.73,0.4179,36
4,1,10,20,0,0,0,3,0.42,0.94,0.4627,55
1,0,3,5,0,0,0,1,0.36,0.62,0.1343,3
3,1,6,19,0,3,1,1,0.78,0.29,0.3284,643
1,1,3,21,0,0,0,1,0.28,0.36,0.2239,79
4,1,12,22,0,1,1,2,0.42,0.94,0.1343,54
2,1,5,2,0,4,1,1,0.6,0.78,0.1642,16
2,1,3,18,0,4,1,1,0.5,0.39,0.2985,681
1,1,3,2,0,2,1,1,0.2,0.44,0.2239,4
